ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10305109,HY493960,11/8/2015 10:45,021XX W SUPERIOR ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,1221,12,1,24,04A,1162056,1904983,2015,2/10/2018 15:50,41.89494067,-87.68025915,"(41.894940672, -87.680259153)"
10305121,HY493790,11/7/2015 21:00,019XX N CENTRAL PARK AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1422,14,26,22,7,1152066,1912735,2015,2/10/2018 15:50,41.91641569,-87.71674525,"(41.916415693, -87.716745254)"
10305138,HY493895,11/8/2015 9:45,068XX S MAY ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,724,7,17,68,04A,1169832,1859399,2015,2/10/2018 15:50,41.7696879,-87.65302599,"(41.769687895, -87.653025985)"
10305156,HY494002,11/7/2015 19:00,055XX W NEWPORT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1633,16,38,15,7,1138829,1922389,2015,2/10/2018 15:50,41.94315815,-87.76514307,"(41.943158149, -87.76514307)"
10305158,HY494044,11/8/2015 12:40,043XX N ELSTON AVE,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,1722,17,39,16,08A,1148659,1928718,2015,2/10/2018 15:50,41.96034094,-87.72884848,"(41.960340936, -87.72884848)"
10305163,HY494015,11/6/2015 8:00,070XX S MORGAN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,733,7,17,68,7,1170858,1858243,2015,2/10/2018 15:50,41.76649336,-87.64929883,"(41.766493357, -87.649298827)"
10305186,HY494033,11/7/2015 22:00,033XX S HALSTED ST,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,913,9,11,60,7,1171504,1883112,2015,2/10/2018 15:50,41.83472242,-87.64620231,"(41.834722417, -87.646202312)"
10305187,HY494041,11/8/2015 12:15,0000X E MONROE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,112,1,42,32,7,1176591,1899936,2015,2/10/2018 15:50,41.88077543,-87.62702903,"(41.880775433, -87.627029031)"
10305200,HY493813,4/23/2015 22:00,104XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,SIMPLE,OTHER,FALSE,TRUE,512,5,9,49,08A,1180756,1835872,2015,2/10/2018 15:50,41.70488296,-87.61370481,"(41.70488296, -87.613704805)"
10305235,HY493999,11/8/2015 11:11,073XX S DANTE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,324,3,5,43,08A,1187141,1856646,2015,2/10/2018 15:50,41.7617402,-87.58966675,"(41.7617402, -87.589666752)"
10305260,HY494135,11/8/2015 13:49,084XX S KOSTNER AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,834,8,18,70,08A,1148560,1848124,2015,2/10/2018 15:50,41.7391826,-87.73128978,"(41.739182596, -87.731289775)"
10305264,HY494145,11/6/2015 9:00,014XX E 55TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,234,2,5,41,7,1187005,1868958,2015,2/10/2018 15:50,41.79552858,-87.58977502,"(41.795528575, -87.589775019)"
10305293,HY494183,11/8/2015 15:00,069XX S STONY ISLAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,TRUE,332,3,5,43,04A,1188043,1859351,2015,11/15/2015 15:54,41.76914151,-87.58627477,"(41.769141509, -87.586274771)"
10305300,HY493085,11/7/2015 13:00,019XX W 51ST ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,932,9,16,61,7,1164450,1870859,2015,2/10/2018 15:50,41.80125073,-87.67243117,"(41.801250732, -87.672431169)"
10305311,HY494163,11/8/2015 14:10,031XX S PRINCETON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,915,9,11,34,04A,1174798,1884157,2015,2/10/2018 15:50,41.83751704,-87.63408458,"(41.837517041, -87.634084583)"
10305316,HY494192,11/8/2015 15:00,062XX S WHIPPLE ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,TRUE,FALSE,823,8,15,66,04A,1157122,1863101,2015,2/10/2018 15:50,41.78011316,-87.6995155,"(41.780113164, -87.699515501)"
10305387,HY494217,11/8/2015 10:00,044XX W WASHINGTON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1113,11,28,26,7,1146878,1900128,2015,2/10/2018 15:50,41.8819215,-87.73612837,"(41.881921503, -87.736128367)"
10305390,HY494339,11/8/2015 16:45,036XX N HALSTED ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,1923,19,44,6,08A,1170271,1924485,2015,2/10/2018 15:50,41.94827959,-87.64951667,"(41.948279589, -87.649516667)"
10305394,HY494263,11/7/2015 19:30,048XX N MELVINA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1622,16,45,11,7,1133867,1931832,2015,2/10/2018 15:50,41.96915952,-87.78315838,"(41.969159517, -87.783158377)"
10305395,HY494320,11/8/2015 0:01,024XX N SPRINGFIELD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2524,25,30,22,7,1149972,1915989,2015,2/10/2018 15:50,41.92538602,-87.72435369,"(41.925386019, -87.72435369)"
10305424,HY494364,11/7/2015 22:17,085XX S PARNELL AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,622,6,21,71,08A,1174122,1848148,2015,11/14/2015 15:56,41.73871957,-87.63763428,"(41.73871957, -87.637634278)"
10305429,HY494400,11/8/2015 16:00,086XX S THROOP ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,613,6,21,71,7,1169168,1847517,2015,2/10/2018 15:50,41.73709648,-87.65580291,"(41.737096479, -87.655802905)"
10305434,HY494373,11/8/2015 16:37,006XX W 63RD ST,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,711,7,16,68,08A,1173047,1863112,2015,2/10/2018 15:50,41.77980641,-87.6411317,"(41.779806409, -87.641131698)"
10305437,HY494376,11/8/2015 17:15,026XX W THOMAS ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1211,12,1,24,08A,1158584,1907216,2015,2/10/2018 15:50,41.90114003,-87.69294968,"(41.901140027, -87.692949675)"
10305441,HY494334,11/8/2015 16:09,060XX S DAMEN AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,714,7,15,67,04A,1164064,1864521,2015,2/10/2018 15:50,41.7838666,-87.67402503,"(41.783866599, -87.674025032)"
10305446,HY494371,11/8/2015 16:25,062XX S DAMEN AVE,560,ASSAULT,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,714,7,15,67,08A,1164101,1863230,2015,11/15/2015 15:54,41.78032315,-87.67392567,"(41.780323147, -87.673925674)"
10305458,HY494442,10/8/2015 20:16,041XX N ALBANY AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1724,17,33,16,08A,1154980,1927297,2015,2/10/2018 15:50,41.95631691,-87.70564756,"(41.956316911, -87.705647561)"
10305464,HY493058,11/7/2015 14:40,020XX E 95TH ST,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,413,4,7,51,08A,1191412,1842376,2015,2/10/2018 15:50,41.72247964,-87.57447456,"(41.722479637, -87.574474559)"
10305498,HY494493,11/8/2015 19:00,117XX S MARSHFIELD AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2234,22,34,75,08A,1167518,1826850,2015,2/10/2018 15:50,41.68041843,-87.66243795,"(41.680418426, -87.662437948)"
10305500,HY494438,11/8/2015 8:30,001XX N WACKER DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,122,1,42,32,7,1173862,1901602,2015,2/10/2018 15:50,41.88540823,-87.63699996,"(41.885408232, -87.636999962)"
10305511,HY494428,11/8/2015 18:43,052XX N BROADWAY,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2023,20,48,77,08A,1167367,1934963,2015,2/10/2018 15:50,41.97709468,-87.6598884,"(41.977094683, -87.6598884)"
10305531,HY494441,11/8/2015 16:49,013XX S KARLOV AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1011,10,24,29,04A,1149266,1893445,2015,2/10/2018 15:50,41.86353664,-87.72753278,"(41.863536644, -87.727532783)"
10305550,HY494528,11/8/2015 19:00,010XX N KEDZIE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1121,11,26,23,7,1154846,1906703,2015,2/10/2018 15:50,41.89980806,-87.70669349,"(41.899808056, -87.706693487)"
10305555,HY494437,11/8/2015 18:30,009XX N LECLAIRE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1531,15,37,25,08A,1142188,1905716,2015,2/10/2018 15:50,41.89734392,-87.75321147,"(41.897343915, -87.753211465)"
10305560,HY494542,11/8/2015 19:45,028XX S KEELER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1031,10,22,30,7,1148846,1884835,2015,2/10/2018 15:50,41.83991784,-87.72929692,"(41.839917836, -87.729296919)"
10305581,HY494475,11/8/2015 18:20,009XX W JACKSON BLVD,550,ASSAULT,AGGRAVATED PO: HANDGUN,RESTAURANT,TRUE,FALSE,1232,12,2,28,04A,1170379,1898840,2015,2/10/2018 15:50,41.87790596,-87.64987086,"(41.877905955, -87.64987086)"
10305604,HY494520,11/8/2015 19:50,008XX N KOLIN AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,DRIVEWAY - RESIDENTIAL,FALSE,TRUE,1111,11,37,23,04A,1147221,1905309,2015,11/15/2015 15:54,41.89613219,-87.73473615,"(41.896132188, -87.734736148)"
10305606,HY494503,11/8/2015 19:38,064XX S LOWE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,723,7,16,68,08A,1173142,1862278,2015,2/10/2018 15:50,41.77751572,-87.64080804,"(41.77751572, -87.640808039)"
10305633,HY493680,11/8/2015 3:00,028XX N DAMEN AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,FALSE,FALSE,1931,19,1,5,9,1162519,1919079,2015,2/10/2018 15:50,41.9336114,-87.6781632,"(41.933611396, -87.678163201)"
10305636,HY493629,11/8/2015 1:25,029XX N ASHLAND AVE,1020,ARSON,BY FIRE,OTHER,FALSE,FALSE,1932,19,32,6,9,1165151,1919501,2015,2/10/2018 15:50,41.93471379,-87.66847873,"(41.934713787, -87.668478733)"
10305637,HY493619,11/8/2015 1:00,015XX W GEORGE ST,1020,ARSON,BY FIRE,OTHER,FALSE,FALSE,1932,19,32,6,9,1165602,1919335,2015,11/15/2015 15:54,41.93424867,-87.66682605,"(41.934248665, -87.666826051)"
10305664,HY494625,11/8/2015 21:46,029XX N SEELEY AVE,1025,ARSON,AGGRAVATED,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1931,19,1,5,9,1162171,1919581,2015,2/10/2018 15:50,41.93499621,-87.67942801,"(41.934996205, -87.679428011)"
10305677,HY494653,11/8/2015 21:00,047XX W BELDEN AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,2522,25,31,19,04A,1144552,1914877,2015,2/10/2018 15:50,41.92243848,-87.74429763,"(41.922438481, -87.744297632)"
10305686,HY494701,11/8/2015 15:10,014XX W RANDOLPH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1224,12,27,28,7,1166575,1901181,2015,2/10/2018 15:50,41.88441212,-87.66377109,"(41.884412116, -87.663771091)"
10305711,HY494699,11/8/2015 15:30,004XX N ARMOUR ST,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,1215,12,27,24,7,1166101,1902914,2015,2/10/2018 15:50,41.88917774,-87.66546214,"(41.889177735, -87.665462144)"
10305719,HY493698,11/8/2015 3:59,059XX S MORGAN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,712,7,16,68,7,1170659,1865532,2015,2/10/2018 15:50,41.78649959,-87.64981588,"(41.786499587, -87.649815884)"
10305728,HY494707,10/22/2015 21:30,018XX S TROY ST,1025,ARSON,AGGRAVATED,RESIDENCE,FALSE,FALSE,1022,10,24,29,9,1155648,1890879,2015,2/10/2018 15:50,41.85636929,-87.70417379,"(41.85636929, -87.704173788)"
10305739,HY494739,11/9/2015 2:30,001XX W POLK ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,123,1,2,32,04A,1175573,1896805,2015,2/10/2018 15:50,41.87220671,-87.6308611,"(41.872206708, -87.6308611)"
10305743,HY494747,11/9/2015 2:50,070XX S PARNELL AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,732,7,6,68,08A,1173834,1858326,2015,2/10/2018 15:50,41.76665566,-87.63838824,"(41.766655655, -87.638388243)"
10305770,HY494784,11/9/2015 2:04,020XX E 82ND ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,414,4,8,46,7,1191395,1851009,2015,2/10/2018 15:50,41.74616982,-87.57425794,"(41.746169816, -87.57425794)"
10305844,HY494793,11/7/2015 15:00,034XX N LAKE SHORE DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1925,19,44,6,7,1172682,1922847,2015,2/10/2018 15:50,41.94373174,-87.64070306,"(41.943731737, -87.640703062)"
10305891,HY494813,11/9/2015 5:00,031XX N ODELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2511,25,36,17,7,1126539,1920002,2015,2/10/2018 15:50,41.93682259,-87.81036939,"(41.93682259, -87.810369387)"
10305896,HY494797,11/8/2015 17:30,007XX E 47TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,223,2,4,38,7,1182174,1874015,2015,2/10/2018 15:50,41.8095187,-87.6073336,"(41.809518699, -87.607333603)"
10305959,HY494892,11/9/2015 8:00,027XX W SUMMERDALE AVE,560,ASSAULT,SIMPLE,ALLEY,FALSE,FALSE,2011,20,40,4,08A,1157188,1935422,2015,2/10/2018 15:50,41.97856769,-87.69730863,"(41.978567689, -87.697308633)"
10305989,HY494851,11/8/2015 16:00,057XX W LELAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1622,16,45,15,7,1137215,1930670,2015,2/10/2018 15:50,41.96591123,-87.77087565,"(41.965911226, -87.770875654)"
10305996,HY494906,11/8/2015 22:00,006XX E 40TH ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,214,2,4,38,08A,1181147,1878356,2015,2/10/2018 15:50,41.82145449,-87.61096658,"(41.821454488, -87.610966579)"
10306027,HY494914,11/9/2015 6:35,003XX S CENTRAL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1522,15,29,25,7,1139123,1897537,2015,2/10/2018 15:50,41.87495602,-87.76466804,"(41.874956016, -87.764668044)"
10306091,HY494948,11/8/2015 18:30,041XX N KENMORE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1915,19,46,3,7,1168422,1927784,2015,2/9/2016 15:46,41.95737245,-87.65621736,"(41.957372452, -87.656217356)"
10306097,HY494960,11/5/2015 14:20,008XX N WESTERN AVE,560,ASSAULT,SIMPLE,CTA BUS,FALSE,FALSE,1212,12,1,24,08A,1160259,1905345,2015,2/10/2018 15:50,41.89597138,-87.68684904,"(41.895971375, -87.686849035)"
10306113,HY494967,11/9/2015 10:00,054XX W HARRISON ST,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,1522,15,29,25,08A,1140252,1896787,2015,2/10/2018 15:50,41.87287732,-87.76054114,"(41.872877317, -87.760541139)"
10306166,HY494880,11/8/2015 21:00,064XX S PAULINA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,FALSE,FALSE,725,7,15,67,7,1166101,1862081,2015,2/10/2018 15:50,41.77712782,-87.66662599,"(41.777127824, -87.666625987)"
10306176,HY494970,11/8/2015 20:30,019XX N KEELER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2534,25,30,20,7,1148077,1912595,2015,2/10/2018 15:50,41.91610928,-87.73140442,"(41.916109282, -87.731404422)"
10306205,HY494988,11/9/2015 9:30,013XX W DEVON AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,2432,24,40,1,08A,1165942,1942622,2015,2/10/2018 15:50,41.99814181,-87.66490892,"(41.998141808, -87.664908919)"
10306219,HY495024,11/7/2015 13:00,110XX S MORGAN ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2234,22,34,75,08A,1171620,1831649,2015,2/10/2018 15:50,41.69349902,-87.64728275,"(41.693499023, -87.647282747)"
10306239,HY495057,11/7/2015 18:15,006XX W CORNELIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1925,19,44,6,7,1171080,1923465,2015,2/10/2018 15:50,41.94546292,-87.64657302,"(41.945462922, -87.646573015)"
10306271,HY494993,11/6/2015 10:00,067XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,321,3,5,69,08A,1182717,1860597,2015,2/10/2018 15:50,41.77268594,-87.6057585,"(41.77268594, -87.605758495)"
10306273,HY495060,11/9/2015 10:45,012XX W 95TH ST,560,ASSAULT,SIMPLE,DEPARTMENT STORE,TRUE,FALSE,2213,22,21,73,08A,1169792,1841775,2015,2/10/2018 15:50,41.7213261,-87.65368286,"(41.721326098, -87.653682861)"
10306310,HY495033,11/8/2015 16:00,067XX N ONARGA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1611,16,41,9,7,1125324,1944271,2015,2/10/2018 15:50,42.00343965,-87.81429442,"(42.003439646, -87.814294417)"
10306388,HY495118,11/9/2015 9:00,067XX S PERRY AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,722,7,6,69,08A,1176560,1860218,2015,2/10/2018 15:50,41.77178664,-87.62833961,"(41.77178664, -87.628339611)"
10306435,HY495014,11/8/2015 12:00,083XX S PHILLIPS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,423,4,7,46,7,1193956,1850182,2015,2/10/2018 15:50,41.74383808,-87.56490112,"(41.74383808, -87.564901117)"
10306457,HY495157,11/5/2015 11:30,001XX N STATE ST,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,111,1,42,32,08A,1176332,1901600,2015,2/10/2018 15:50,41.88534739,-87.62792982,"(41.885347387, -87.627929824)"
10306489,HY495212,11/7/2015 13:00,130XX S ELLIS AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,533,5,9,54,08A,1185300,1818790,2015,2/10/2018 15:50,41.65790226,-87.5975996,"(41.657902256, -87.597599601)"
10306508,HY495106,11/9/2015 11:00,078XX S UNION AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING",TRUE,FALSE,621,6,17,71,08A,1172995,1852812,2015,2/10/2018 15:50,41.75154312,-87.641626,"(41.75154312, -87.641626001)"
10306511,HY495218,11/9/2015 12:07,013XX W 76TH ST,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,612,6,17,71,08A,1168681,1854376,2015,2/10/2018 15:50,41.75592903,-87.65738973,"(41.755929033, -87.657389725)"
10306523,HY495251,11/8/2015 9:00,049XX W POLK ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1533,15,24,25,08A,1143769,1895847,2015,2/10/2018 15:50,41.87023271,-87.74765197,"(41.870232709, -87.74765197)"
10306525,HY495284,11/9/2015 14:00,039XX W FULLERTON AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2525,25,30,22,08A,1149732,1915666,2015,2/10/2018 15:50,41.92450435,-87.72524399,"(41.924504352, -87.725243989)"
10306552,HY495232,11/9/2015 13:00,014XX W 111TH ST,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,TRUE,FALSE,2234,22,34,75,7,1168645,1831140,2015,2/10/2018 15:50,41.69216675,-87.65818951,"(41.69216675, -87.658189507)"
10306570,HY495266,11/9/2015 13:35,011XX N HARDING AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,1112,11,27,23,08A,1149847,1907216,2015,2/10/2018 15:50,41.90131451,-87.72504163,"(41.90131451, -87.725041634)"
10306596,HY495006,11/2/2015 8:00,062XX S MAJOR AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,812,8,13,64,7,1139477,1862657,2015,2/10/2018 15:50,41.77923343,-87.76421664,"(41.779233433, -87.764216644)"
10306607,HY495320,11/9/2015 14:00,004XX S HALSTED ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA STATION,FALSE,FALSE,1232,12,2,28,08A,1171119,1898086,2015,2/10/2018 15:50,41.87582072,-87.64717591,"(41.875820724, -87.647175913)"
10306620,HY488469,11/4/2015 8:34,001XX N STATE ST,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,111,1,42,32,08A,1176330,1901657,2015,2/10/2018 15:50,41.88550384,-87.62793545,"(41.885503844, -87.627935448)"
10306622,HY495316,11/8/2015 17:00,045XX S MOZART ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,922,9,14,58,7,1158126,1874523,2015,2/10/2018 15:50,41.81143632,-87.69552397,"(41.811436318, -87.695523965)"
10306645,HY486724,11/2/2015 18:12,051XX S CAMPBELL AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,923,9,14,63,7,1160576,1870416,2015,2/10/2018 15:50,41.80011594,-87.68665081,"(41.800115943, -87.686650806)"
10306712,HY495474,11/7/2015 2:00,003XX W 110TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,513,5,34,49,7,1176077,1831649,2015,2/10/2018 15:50,41.69340045,-87.63096472,"(41.69340045, -87.630964719)"
10306727,HY495464,11/5/2015 6:00,063XX S SACRAMENTO AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,823,8,15,66,08A,1157473,1862453,2015,2/10/2018 15:50,41.77832785,-87.69824622,"(41.778327851, -87.698246217)"
10306738,HY495406,11/9/2015 15:10,001XX N WALLER AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1512,15,29,25,08A,1138138,1900438,2015,2/10/2018 15:50,41.8829346,-87.76821448,"(41.882934596, -87.76821448)"
10306771,HY495548,11/8/2015 8:00,017XX E 55TH ST,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,235,2,5,41,7,1189255,1868877,2015,2/10/2018 15:50,41.79525261,-87.58152693,"(41.795252605, -87.581526929)"
10306777,HY495462,11/9/2015 11:45,025XX W CULLERTON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1023,10,28,30,7,1159749,1890324,2015,2/10/2018 15:50,41.85476287,-87.68913623,"(41.854762866, -87.689136226)"
10306778,HY495324,11/8/2015 17:30,0000X E 101ST ST,4220,KIDNAPPING,AGGRAVATED,STREET,FALSE,FALSE,511,5,9,49,26,1178437,1838019,2015,2/10/2018 15:50,41.71082749,-87.62213169,"(41.710827485, -87.622131694)"
10306780,HY495555,11/8/2015 18:00,024XX N LAMON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2521,25,31,19,7,1143313,1915942,2015,2/10/2018 15:50,41.92538421,-87.74882348,"(41.925384213, -87.74882348)"
10306788,HY495262,11/9/2015 3:30,090XX S MACKINAW AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,TRUE,424,4,10,46,04A,1199995,1845662,2015,2/10/2018 15:50,41.73128476,-87.54292633,"(41.731284758, -87.542926327)"
10306791,HY495394,11/9/2015 14:48,040XX W 28TH ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1031,10,22,30,08A,1149741,1885070,2015,2/10/2018 15:50,41.84054539,-87.72600652,"(41.840545388, -87.726006517)"
10306796,HY494664,11/8/2015 19:52,015XX N LUNA AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2532,25,37,25,08A,1139053,1909678,2015,2/10/2018 15:50,41.90827371,-87.76462961,"(41.908273709, -87.764629606)"
10306806,HY495614,11/8/2015 20:00,085XX S RACINE AVE,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,613,6,21,71,08A,1169814,1848138,2015,2/10/2018 15:50,41.73878661,-87.65341818,"(41.73878661, -87.653418179)"
10000151,HY190115,3/19/2015 2:26,029XX N DAWSON AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1412,14,35,21,9,1153483,1919503,2015,2/10/2018 15:50,41.93495957,-87.71135886,"(41.934959567, -87.711358856)"
10306819,HY495519,11/9/2015 16:00,100XX S UNION AVE,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2232,22,34,73,08A,1173410,1838256,2015,2/10/2018 15:50,41.71159031,-87.64053457,"(41.711590312, -87.640534571)"
10306820,HY489361,11/4/2015 17:45,047XX S WESTERN AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,922,9,12,61,08A,1161174,1872986,2015,2/10/2018 15:50,41.80715598,-87.68438659,"(41.807155981, -87.684386592)"
10306827,HY495588,11/8/2015 0:00,087XX S WOOD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2221,22,21,71,7,1165866,1846826,2015,2/10/2018 15:50,41.73527097,-87.66792005,"(41.73527097, -87.66792005)"
10306855,HY495567,11/9/2015 17:10,039XX W THOMAS ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,1112,11,27,23,04A,1149745,1907048,2015,11/18/2015 15:56,41.90085549,-87.72542067,"(41.900855485, -87.725420665)"
10306856,HY495698,11/5/2015 17:30,016XX W CHICAGO AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1215,12,1,24,08A,1165417,1905418,2015,11/12/2015 15:57,41.89606348,-87.66790274,"(41.896063478, -87.667902742)"
10306893,HY495739,11/9/2015 16:20,044XX S PULASKI RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,815,8,14,57,7,1150421,1875004,2015,2/10/2018 15:50,41.8129097,-87.72377324,"(41.812909696, -87.723773239)"
