ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10415146,HZ153159,2/13/2016 12:00,005XX W SURF ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1934,19,44,6,08A,1172497,1919410,2016,2/10/2018 15:50,41.93430458,-87.64148498,"(41.934304581, -87.641484982)"
10415165,HZ153233,1/15/2016 12:00,001XX W WASHINGTON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,122,1,42,32,7,1174897,1900809,2016,2/10/2018 15:50,41.88320909,-87.63322305,"(41.883209085, -87.633223046)"
10415178,HZ153306,2/13/2016 16:00,039XX N MERRIMAC AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1633,16,38,17,08A,1134056,1925681,2016,2/10/2018 15:50,41.95227722,-87.78260878,"(41.952277224, -87.782608775)"
10415179,HZ153141,2/16/2016 8:51,012XX W 69TH ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,724,7,17,67,7,1169405,1859030,2016,2/10/2018 15:50,41.76868457,-87.65460185,"(41.76868457, -87.654601851)"
10415180,HZ153221,2/16/2016 8:30,064XX S LOWE AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,723,7,16,68,08A,1173144,1862203,2016,2/10/2018 15:50,41.77730987,-87.64080292,"(41.777309867, -87.640802922)"
10415204,HZ153046,2/16/2016 6:55,097XX S OAKLEY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2213,22,19,72,7,1162755,1839983,2016,2/10/2018 15:50,41.71655812,-87.67950798,"(41.716558117, -87.679507975)"
10415206,HZ152376,2/15/2016 13:39,101XX S PARNELL AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,2232,22,9,73,7,1174425,1837599,2016,2/10/2018 15:50,41.70976494,-87.63683686,"(41.709764939, -87.636836859)"
10415234,HZ153389,2/15/2016 9:50,093XX S NORMAL AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2223,22,21,73,08A,1174610,1842907,2016,2/10/2018 15:50,41.72432673,-87.63600192,"(41.724326728, -87.636001921)"
10415267,HZ153315,2/13/2016 14:00,095XX S OGLESBY AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,431,4,7,51,08A,1193757,1842258,2016,2/10/2018 15:50,41.72209879,-87.56588914,"(41.722098789, -87.56588914)"
10415271,HZ153271,2/16/2016 0:01,108XX S BENSLEY AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,434,4,10,51,7,1194574,1833796,2016,2/10/2018 15:50,41.6988582,-87.56317387,"(41.698858201, -87.563173873)"
10415372,HZ153322,2/16/2016 11:19,034XX N NORMANDY AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1632,16,36,17,08A,1131130,1922231,2016,2/10/2018 15:50,41.94286113,-87.79344491,"(41.942861132, -87.793444908)"
10415397,HZ153402,2/16/2016 12:12,013XX E 47TH ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,222,2,4,39,08A,1185766,1874101,2016,2/10/2018 15:50,41.80967067,-87.59415622,"(41.809670667, -87.594156219)"
10415425,HZ153478,2/16/2016 12:00,015XX E 56TH ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,235,2,5,41,08A,1187784,1868176,2016,2/10/2018 15:50,41.79336418,-87.58694334,"(41.793364184, -87.586943342)"
10415436,HZ153467,2/16/2016 12:40,007XX S ALBANY AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1134,11,28,27,08A,1155812,1896658,2016,2/10/2018 15:50,41.87222419,-87.70341618,"(41.872224187, -87.703416178)"
10415524,HZ153474,2/16/2016 11:00,057XX W AUGUSTA BLVD,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,1511,15,29,25,08A,1137988,1906092,2016,2/10/2018 15:50,41.8984526,-87.76862866,"(41.8984526, -87.768628657)"
10415539,HZ153603,2/16/2016 14:40,072XX S PAULINA ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,FALSE,735,7,17,67,04A,1166264,1856751,2016,2/10/2018 15:50,41.76249813,-87.66618,"(41.76249813, -87.666179999)"
10415540,HZ153526,2/16/2016 13:50,026XX W THOMAS ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,TRUE,1211,12,1,24,04A,1158502,1907215,2016,2/10/2018 15:50,41.90113896,-87.6932509,"(41.901138962, -87.693250896)"
10415566,HZ153620,2/16/2016 15:00,065XX S HALSTED ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,723,7,20,68,08A,1172095,1861462,2016,2/10/2018 15:50,41.77529959,-87.64467029,"(41.775299593, -87.644670291)"
10415582,HZ153631,2/16/2016 14:45,070XX S ELIZABETH ST,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,STREET,TRUE,FALSE,734,7,17,67,04A,1169205,1858149,2016,2/10/2018 15:50,41.76627132,-87.65536041,"(41.766271323, -87.655360406)"
10415600,HZ153718,2/16/2016 15:45,076XX S GREEN ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,621,6,17,71,08A,1171962,1854137,2016,2/10/2018 15:50,41.75520182,-87.64537262,"(41.755201817, -87.645372621)"
10415626,HZ153711,2/16/2016 16:25,003XX E 47TH ST,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,TRUE,FALSE,224,2,3,38,08A,1179016,1873926,2016,2/10/2018 15:50,41.8093471,-87.61891922,"(41.809347098, -87.618919216)"
10415638,HZ153653,2/16/2016 14:30,021XX W 21ST ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1234,12,25,31,08A,1162327,1890050,2016,2/10/2018 15:50,41.85395752,-87.67968151,"(41.853957519, -87.679681511)"
10415639,HZ153725,2/16/2016 15:30,014XX W 114TH PL,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2234,22,34,75,08A,1168777,1828814,2016,2/10/2018 15:50,41.68578098,-87.65777302,"(41.685780979, -87.657773018)"
10415652,HZ153636,2/16/2016 14:30,029XX W ROSEMONT AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2413,24,50,2,08A,1155783,1941666,2016,2/10/2018 15:50,41.99573003,-87.7023064,"(41.995730033, -87.702306397)"
10415661,HZ153621,1/30/2016 12:00,015XX W DEVON AVE,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,2433,24,40,77,08A,1164969,1942600,2016,2/10/2018 15:50,41.99810223,-87.66848887,"(41.998102226, -87.668488871)"
10415662,HZ153501,2/16/2016 13:15,061XX N WESTERN AVE,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2413,24,50,2,08A,1159207,1940780,2016,2/10/2018 15:50,41.99322889,-87.68973562,"(41.993228887, -87.689735615)"
10415699,HZ152698,2/15/2016 6:50,0000X W ONTARIO ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1832,18,42,8,7,1175969,1904479,2016,2/10/2018 15:50,41.8932557,-87.62917605,"(41.893255699, -87.629176054)"
10415709,HZ153815,2/15/2016 19:30,032XX W CORTEZ ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1121,11,26,23,7,1154499,1906816,2016,2/10/2018 15:50,41.90012509,-87.707965,"(41.900125086, -87.707965002)"
10415710,HZ153809,2/16/2016 16:00,011XX S TROY ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1134,11,24,29,7,1155535,1894936,2016,2/10/2018 15:50,41.86750441,-87.70447948,"(41.867504412, -87.704479484)"
10415749,HZ153658,2/16/2016 10:30,009XX W FULLERTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1932,19,43,7,7,1169719,1916145,2016,2/10/2018 15:50,41.92540633,-87.65178941,"(41.925406329, -87.651789407)"
10415776,HZ153939,2/16/2016 19:35,016XX W VAN BUREN ST,560,ASSAULT,SIMPLE,STREET,TRUE,FALSE,1231,12,2,28,08A,1165751,1898237,2016,2/10/2018 15:50,41.87635115,-87.66688087,"(41.876351148, -87.666880865)"
10415778,HZ153940,2/15/2016 9:00,044XX W JACKSON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1113,11,28,26,7,1146875,1898318,2016,2/10/2018 15:50,41.87695471,-87.73618563,"(41.876954709, -87.736185626)"
10415783,HZ153678,2/9/2016 23:15,079XX S INGLESIDE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,624,6,8,44,08A,1183939,1852589,2016,2/10/2018 15:50,41.75068275,-87.60152876,"(41.750682745, -87.601528757)"
10415786,HZ153962,2/16/2016 15:30,082XX S ADA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,613,6,21,71,7,1168765,1850045,2016,2/10/2018 15:50,41.74404237,-87.65720661,"(41.744042365, -87.65720661)"
10415788,HZ153902,2/16/2016 18:53,123XX S UNION AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,523,5,34,53,08A,1173883,1823143,2016,2/10/2018 15:50,41.67010745,-87.6392483,"(41.670107447, -87.639248298)"
10415790,HZ153935,2/16/2016 18:20,041XX W 47TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,815,8,14,57,7,1149709,1873150,2016,2/10/2018 15:50,41.80783588,-87.72643293,"(41.80783588, -87.726432931)"
10415799,HZ153954,2/16/2016 19:53,115XX S AVENUE H,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,433,4,10,52,08A,1202899,1829053,2016,2/10/2018 15:50,41.68563467,-87.53285378,"(41.685634669, -87.532853782)"
10415803,HZ153929,2/16/2016 19:25,044XX W VAN BUREN ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,TRUE,FALSE,1131,11,24,26,7,1146918,1897655,2016,2/10/2018 15:50,41.87513454,-87.73604468,"(41.875134538, -87.736044682)"
10415804,HZ153628,2/16/2016 13:30,103XX S AVENUE L,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,432,4,10,52,08A,1201832,1836930,2016,2/10/2018 15:50,41.70727699,-87.53649296,"(41.70727699, -87.536492958)"
10415812,HZ153906,2/16/2016 19:15,026XX S KOSTNER AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1031,10,22,30,08A,1147482,1886174,2016,2/10/2018 15:50,41.84361845,-87.73426801,"(41.843618446, -87.734268005)"
10415819,HZ153937,2/16/2016 18:46,053XX S HARPER AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,234,2,4,41,08A,1187184,1870208,2016,2/10/2018 15:50,41.79895442,-87.58907894,"(41.798954417, -87.589078944)"
10415853,HZ153991,2/16/2016 19:00,050XX W THOMAS ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1531,15,37,25,04A,1142359,1906849,2016,2/10/2018 15:50,41.90044982,-87.75255523,"(41.900449823, -87.752555225)"
10415872,HZ154006,2/5/2016 17:00,005XX W HURON ST,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,1831,18,42,8,7,1172430,1904974,2016,2/10/2018 15:50,41.89469297,-87.64215874,"(41.894692971, -87.642158743)"
10415879,HZ154065,2/16/2016 21:29,007XX E 132ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,CHA PARKING LOT/GROUNDS,FALSE,FALSE,533,5,9,54,7,1183441,1818009,2016,2/10/2018 15:50,41.65580242,-87.60442616,"(41.655802416, -87.604426164)"
10415889,HZ154010,2/16/2016 20:24,111XX S ASHLAND AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,2234,22,34,75,7,1167519,1830820,2016,2/10/2018 15:50,41.69131276,-87.6623211,"(41.691312761, -87.662321097)"
10415895,HZ154037,2/16/2016 20:00,017XX W 18TH ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,1234,12,25,31,08A,1165285,1891456,2016,2/10/2018 15:50,41.85775341,-87.6687846,"(41.85775341, -87.668784595)"
10415900,HZ154073,2/16/2016 17:45,023XX W MADISON ST,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1223,12,2,28,08A,1160808,1899960,2016,2/10/2018 15:50,41.8811831,-87.68498211,"(41.881183104, -87.68498211)"
10415909,HZ152848,2/15/2016 20:10,012XX S CENTRAL PARK AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1021,10,24,29,08A,1152579,1893769,2016,2/10/2018 15:50,41.86436094,-87.71536234,"(41.864360941, -87.715362336)"
10415921,HZ154085,2/16/2016 21:30,007XX E 43RD ST,560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,214,2,4,38,08A,1181953,1876664,2016,2/10/2018 15:50,41.81679288,-87.60806218,"(41.816792881, -87.608062183)"
10415933,HZ154112,2/16/2016 22:30,054XX S NARRAGANSETT AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,811,8,23,56,08A,1134637,1867794,2016,2/10/2018 15:50,41.79341683,-87.78184018,"(41.793416834, -87.78184018)"
12014711,JD191485,3/18/2020 10:00,052XX S WELLS ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,TRUE,935,9,3,37,04A,1175492,1870215,2020,3/25/2020 15:47,41.79924342,-87.6319556,"(41.799243417, -87.631955603)"
10415975,HZ154093,2/16/2016 22:00,051XX N MILWAUKEE AVE,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1623,16,45,11,08A,1138424,1933673,2016,2/10/2018 15:50,41.97412986,-87.76635726,"(41.974129858, -87.766357256)"
10415980,HZ154150,2/17/2016 0:28,015XX W 78TH ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,612,6,17,71,04A,1167306,1853003,2016,2/10/2018 15:50,41.75219087,-87.66246803,"(41.752190867, -87.662468031)"
10067435,HY256444,5/11/2015 20:05,010XX W 14TH PL,560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,FALSE,FALSE,1232,12,25,28,08A,1169819,1893234,2015,2/10/2018 15:50,41.86253488,-87.65209039,"(41.862534883, -87.652090388)"
10415989,HZ154178,2/16/2016 17:00,053XX N ORIOLE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1613,16,41,10,7,1124675,1934767,2016,2/10/2018 15:50,41.97737048,-87.81689298,"(41.977370479, -87.816892975)"
10415990,HZ154185,2/16/2016 18:45,062XX W SCHOOL ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1633,16,36,17,7,1134283,1921285,2016,2/10/2018 15:50,41.94021013,-87.78187827,"(41.940210125, -87.781878272)"
10416000,HZ154072,2/16/2016 21:15,065XX S JUSTINE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,TRUE,725,7,17,67,7,1167134,1861261,2016,2/10/2018 15:50,41.7748556,-87.66286246,"(41.7748556, -87.662862459)"
10416005,HZ154103,2/16/2016 22:45,0000X E 58TH ST,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,232,2,20,40,08A,1177868,1866584,2016,2/10/2018 15:50,41.78922607,-87.62335226,"(41.789226074, -87.623352264)"
10416008,HZ154126,2/16/2016 23:15,045XX W 63RD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,813,8,13,65,04A,1147310,1862446,2016,2/10/2018 15:50,41.77850857,-87.73550496,"(41.778508566, -87.735504964)"
10416012,HZ154188,2/17/2016 2:40,032XX W 59TH ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,822,8,14,63,04A,1155977,1865327,2016,2/10/2018 15:50,41.78624472,-87.70365352,"(41.786244716, -87.703653521)"
10416020,HZ154175,2/17/2016 1:30,087XX S STONY ISLAND AVE,560,ASSAULT,SIMPLE,OTHER,TRUE,FALSE,412,4,8,48,08A,1188321,1847402,2016,2/10/2018 15:50,41.73634572,-87.58563641,"(41.736345716, -87.585636406)"
10416025,HZ154120,2/16/2016 23:26,093XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,634,6,6,49,04A,1179231,1843193,2016,2/10/2018 15:50,41.72500758,-87.61906672,"(41.725007581, -87.619066721)"
10416029,HZ154223,2/16/2016 18:00,036XX W PALMER ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2525,25,26,22,7,1151434,1914371,2016,2/10/2018 15:50,41.92091747,-87.71902416,"(41.920917468, -87.719024158)"
10416102,HZ154231,2/17/2016 5:50,044XX S ROCKWELL ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,922,9,12,58,7,1159778,1875065,2016,2/10/2018 15:50,41.81288983,-87.6894496,"(41.812889829, -87.689449595)"
10416189,HZ154294,2/17/2016 7:05,087XX S STONY ISLAND AVE,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,412,4,8,48,08A,1188445,1847270,2016,2/10/2018 15:50,41.73598054,-87.58518632,"(41.735980537, -87.585186322)"
10416203,HZ153269,2/12/2016 15:30,004XX W 80TH ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,621,6,21,44,08A,1174759,1851879,2016,2/10/2018 15:50,41.74894375,-87.63518955,"(41.748943754, -87.635189547)"
10416204,HZ154258,2/17/2016 7:00,001XX S CENTRAL AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,1522,15,29,25,08A,1139082,1898717,2016,2/10/2018 15:50,41.87819484,-87.76478988,"(41.878194837, -87.764789883)"
10416222,HZ154267,2/17/2016 7:12,003XX N CENTRAL PARK AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1123,11,28,27,08A,1152328,1901932,2016,2/10/2018 15:50,41.88676605,-87.71606825,"(41.886766053, -87.71606825)"
10416246,HZ154292,2/17/2016 6:50,082XX S CALIFORNIA AVE,935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",VEHICLE NON-COMMERCIAL,FALSE,FALSE,835,8,18,70,7,1159147,1849776,2016,2/10/2018 15:50,41.74350616,-87.69245544,"(41.743506161, -87.692455444)"
10416261,HZ154272,2/17/2016 7:40,108XX S FAIRFIELD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,2212,22,19,75,7,1159968,1832590,2016,2/10/2018 15:50,41.69632805,-87.68991784,"(41.696328052, -87.689917842)"
10416276,HZ154300,2/17/2016 7:30,025XX S RIDGEWAY AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,1013,10,22,30,08A,1151779,1886839,2016,2/10/2018 15:50,41.84535996,-87.71848131,"(41.845359957, -87.718481306)"
12012932,JD190041,3/18/2020 22:45,0000X E BELLEVUE PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1824,18,42,8,7,1176473,1907515,2020,3/25/2020 15:47,41.90157527,-87.6272333,"(41.901575266, -87.6272333)"
10416303,HZ154315,2/17/2016 7:30,026XX W 103RD PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2211,22,19,72,7,1160554,1835907,2016,2/10/2018 15:50,41.70541846,-87.68768121,"(41.705418455, -87.687681206)"
10416305,HZ154418,2/17/2016 7:00,059XX S TRIPP AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,813,8,13,65,7,1149056,1864780,2016,2/10/2018 15:50,41.78487995,-87.7290438,"(41.784879949, -87.729043797)"
10416306,HZ154215,2/17/2016 4:05,048XX S KOLIN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,TRUE,FALSE,815,8,23,57,7,1148174,1872267,2016,2/10/2018 15:50,41.8054424,-87.73208564,"(41.805442403, -87.732085637)"
10416311,HZ154313,2/17/2016 8:00,046XX W MADISON ST,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1113,11,28,25,08A,1145445,1899615,2016,2/10/2018 15:50,41.88054101,-87.74140337,"(41.880541014, -87.741403371)"
10416343,HZ154242,2/17/2016 6:00,081XX S HOUSTON AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,422,4,7,46,08A,1197905,1851505,2016,2/10/2018 15:50,41.74737081,-87.55038786,"(41.747370809, -87.550387856)"
10416520,HZ154529,2/16/2016 7:45,016XX E 72ND ST,555,ASSAULT,AGG PRO.EMP: HANDGUN,STREET,FALSE,FALSE,324,3,8,43,04A,1188582,1857573,2016,2/10/2018 15:50,41.76424966,-87.58435583,"(41.764249662, -87.584355833)"
10416558,HZ154349,2/17/2016 8:05,084XX S YATES BLVD,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,423,4,7,46,08A,1193639,1849444,2016,2/10/2018 15:50,41.74182071,-87.56608672,"(41.741820708, -87.566086719)"
10416583,HZ154326,2/17/2016 8:30,040XX W DICKENS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2525,25,30,20,7,1148896,1913645,2016,2/10/2018 15:50,41.91897477,-87.72836822,"(41.918974768, -87.728368223)"
10416589,HZ154414,2/16/2016 18:00,029XX N FAIRFIELD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1411,14,1,21,7,1157534,1919439,2016,2/10/2018 15:50,41.93470234,-87.69647302,"(41.934702335, -87.696473022)"
10416590,HZ154350,2/17/2016 8:20,074XX S COLFAX AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,334,3,7,43,7,1194663,1856116,2016,2/10/2018 15:50,41.76010409,-87.56211577,"(41.760104086, -87.562115767)"
10416658,HZ154457,2/16/2016 21:30,032XX S CANAL ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,915,9,11,60,08A,1173820,1883464,2016,2/10/2018 15:50,41.83563718,-87.63769386,"(41.835637182, -87.637693861)"
10416665,HZ154489,2/14/2016 20:00,106XX S CALHOUN AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,434,4,10,51,7,1194882,1834946,2016,2/10/2018 15:50,41.70200636,-87.56200843,"(41.702006356, -87.562008433)"
10416670,HZ154410,2/16/2016 21:30,064XX N CLARK ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2432,24,40,1,7,1164262,1943080,2016,2/10/2018 15:50,41.99943439,-87.67107602,"(41.999434392, -87.671076018)"
10416671,HZ154632,2/16/2016 20:00,068XX S ADA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,724,7,17,67,7,1168509,1859342,2016,2/10/2018 15:50,41.76956009,-87.65787716,"(41.769560094, -87.657877159)"
10416674,HZ154599,2/17/2016 10:54,030XX W 63RD ST,560,ASSAULT,SIMPLE,GAS STATION,TRUE,FALSE,823,8,15,66,08A,1157382,1862712,2016,2/10/2018 15:50,41.77904043,-87.69857282,"(41.779040428, -87.698572821)"
10416688,HZ154578,2/17/2016 11:10,017XX E 79TH ST,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,414,4,8,43,08A,1189291,1852945,2016,2/10/2018 15:50,41.75153305,-87.58190538,"(41.751533053, -87.581905378)"
